AREA|CODE
Haywood County, NC|3948
Haywood County, TN|5138
Haywood, NC|535
Haywood, TN|2252
Heard County, GA|5741
Heard, GA|2331
Hemphill County, TX|6076
Hemphill, TX|2975
Hempstead County, AR|5083
Hempstead, AR|882
Henderson County, IL|5353
Henderson County, KY|4102
Henderson County, NC|3653
Henderson County, TN|4427
Henderson County, TX|3783
Henderson, IL|2768
Henderson, KY|1555
Henderson, NC|354
Henderson, TN|1759
Henderson, TX|1409
Hendricks County, IN|3530
Hendricks, IN|1298
Hendry County, FL|4222
Hendry, FL|1622
Hennepin County, MN|3143
Hennepin, MN|25
Henrico County, VA|3313
Henrico, VA|148
Henry County, AL|4625
Henry County, GA|3403
Henry County, IA|5119
Henry County, IL|4733
Henry County, IN|4058
Henry County, KY|4914
Henry County, MO|4751
Henry County, OH|4828
Henry County, TN|4362
Henry County, VA|3998
Henry, AL|960
Henry, GA|1252
Henry, IA|2635
Henry, IL|1981
Henry, IN|1534
Henry, KY|1926
Henry, MO|1831
Henry, OH|812
Henry, TN|1710
Henry, VA|563
Herkimer County, NY|3895
Herkimer, NY|500
Hernando County, FL|3457
Hernando, FL|1274
Hertford County, NC|4499
Hertford, NC|851
Hettinger County, ND|6117
Hettinger, ND|3028
Hickman County, KY|5664
Hickman County, TN|5058
Hickman, KY|2627
Hickman, TN|850
Hickory County, MO|4961
Hickory, MO|2004
Hidalgo County, NM|5691
Hidalgo County, TX|3184
Hidalgo, NM|2945
Hidalgo, TX|1176
Highland County, OH|4151
Highland County, VA|5390
Highland, OH|653
Highland, VA|2451
Highlands County, FL|3687
Highlands, FL|1366
Hill County, MT|5184
Hill County, TX|4300
Hill, MT|2277
Hill, TX|1670
Hillsborough County, FL|3139
Hillsborough County, NH|3273
Hillsborough, FL|1163
Hillsborough, NH|1202
Hillsdale County, MI|4097
Hillsdale, MI|1552
Hinds County, MS|3369
Hinds, MS|1242
Hinsdale County, CO|5392
Hinsdale, CO|2453
Hitchcock County, NE|6107
Hitchcock, NE|1150
Hocking County, OH|4393
Hocking, OH|796
Hockley County, TX|5080
Hockley, TX|2218
Hodgeman County, KS|5652
Hodgeman, KS|3050
Hoke County, NC|4093
Hoke, NC|618
Holmes County, FL|5123
Holmes County, MS|5706
Holmes County, OH|5000
Holmes, FL|2243
Holmes, MS|2842
Holmes, OH|667
Holt County, MO|6041
Holt County, NE|5747
Holt, MO|2944
Holt, NE|2589
Honolulu County, HI|3152
Honolulu, HI|31
Hood County, TX|4035
Hood River County, OR|4538
Hood River, OR|887
Hood, TX|1524
Hooker County, NE|6212
Hooker, NE|2831
Hoonah-Angoon Borough, AK|6203
Hopewell City, VA|883
Hopewell County, VA|5811
Hopkins County, KY|4094
Hopkins County, TX|4298
Hopkins, KY|619
Hopkins, TX|1668
Horry County, SC|3345
Horry, SC|166
Hot Spring County, AR|4345
Hot Spring, AR|769
Hot Springs County, WY|4986
Hot Springs, WY|2949
Houghton County, MI|4271
Houghton, MI|1647
Houston County, AL|3671
Houston County, GA|3539
Houston County, MN|4874
Houston County, TN|5963
Houston County, TX|4843
Houston, AL|367
Houston, GA|1304
Houston, MN|2251
Houston, TN|2395
Houston, TX|2212
Howard County, AR|5737
Howard County, IA|5936
Howard County, IN|3764
Howard County, MD|3329
Howard County, MO|5296
Howard County, NE|6007
Howard County, TX|4302
Howard, AR|1023
Howard, IA|1079
Howard, IN|1398
Howard, MD|157
Howard, MO|2873
Howard, NE|2616
Howard, TX|1672
Howell County, MO|4205
Howell, MO|1610
Hubbard County, MN|4580
Hubbard, MN|1861
Hudson County, NJ|3203
Hudson, NJ|67
Hudspeth County, TX|6083
Hudspeth, TX|2983
Huerfano County, CO|4980
Huerfano, CO|2144
Hughes County, OK|4930
Hughes County, SD|5168
Hughes, OK|1015
Hughes, SD|3090
Humacao, PR|2006
Humboldt County, CA|3557
Humboldt County, IA|5749
Humboldt County, NV|4900
Humboldt, CA|299
Humboldt, IA|2536
Humboldt, NV|972
Humphreys County, MS|5569
Humphreys County, TN|5143
Humphreys, MS|2679
Humphreys, TN|1881
Hunt County, TX|3748
Hunt, TX|418
Hunterdon County, NJ|3578
Hunterdon, NJ|311
Huntingdon County, PA|4993
Huntingdon, PA|631
Huntington County, IN|4258
Huntington, IN|1641
Huron County, MI|4338
Huron County, OH|3943
Huron, MI|1695
Huron, OH|531
Hutchinson County, SD|5685
Hutchinson County, TX|5091
Hutchinson, SD|3106
Hutchinson, TX|2226
Hyde County, NC|4983
Hyde County, SD|6230
Hyde, NC|2783
Iberia Parish, LA|4772
Iberia, LA|1430
Iberville Parish, LA|5016
Iberville, LA|2478
Ida County, IA|5506
Ida, IA|2653
Idaho County, ID|5452
Idaho, ID|1917
Imperial County, CA|3454
Imperial, CA|236
Independence County, AR|5010
Independence, AR|732
Indian River County, FL|3546
Indian River, FL|1309
Indiana County, PA|4729
Indiana, PA|407
Ingham County, MI|3334
Ingham, MI|1223
Inyo County, CA|5142
Inyo, CA|938
Ionia County, MI|3901
Ionia, MI|1467
Iosco County, MI|4468
Iosco, MI|1786
Iowa County, IA|5180
Iowa County, WI|4512
Iowa, IA|973
Iowa, WI|865
Iredell County, NC|3490
Iredell, NC|261
Irion County, TX|5657
Irion, TX|3062
Iron County, MI|4763
Iron County, MO|5285
Iron County, UT|4105
Iron County, WI|4724
Iron, MI|2332
Iron, MO|2348
Iron, UT|1556
Iron, WI|1129
Iroquois County, IL|4387
Iroquois, IL|1731
Irwin County, GA|5937
Irwin, GA|2363
Isabela, PR|2154
Isabella County, MI|3843
Isabella, MI|1438
Isanti County, MN|4244
Isanti, MN|713
Island County, WA|3784
Island, WA|437
Isle of Wight County, VA|4296
Isle of Wight, VA|1667
Issaquena County, MS|6231
Itasca County, MN|4124
Itasca, MN|638
Itawamba County, MS|5073
Itawamba, MS|2214
Izard County, AR|4685
Izard, AR|1943
Jack County, TX|5573
Jack, TX|2680
Jackson County, AL|4006
Jackson County, AR|5151
Jackson County, CO|6166
Jackson County, FL|4053
Jackson County, GA|3934
Jackson County, IA|5124
Jackson County, IL|3936
Jackson County, IN|4167
Jackson County, KS|5235
Jackson County, KY|5233
Jackson County, MI|3486
Jackson County, MN|5825
Jackson County, MO|3198
Jackson County, MS|3540
Jackson County, NC|4207
Jackson County, OH|4803
Jackson County, OK|4451
Jackson County, OR|3404
Jackson County, SD|6224
Jackson County, TN|5264
Jackson County, TX|5218
Jackson County, WI|4579
Jackson County, WV|4821
Jackson Parish, LA|5671
Jackson, AL|567
Jackson, AR|2260
Jackson, FL|1530
Jackson, GA|1478
Jackson, IA|2464
Jackson, IL|1479
Jackson, IN|1590
Jackson, KS|2314
Jackson, KY|2312
Jackson, LA|2699
Jackson, MI|1282
Jackson, MN|2591
Jackson, MO|1181
Jackson, MS|1305
Jackson, NC|691
Jackson, OH|761
Jackson, OK|829
Jackson, OR|205
Jackson, TN|2336
Jackson, TX|2298
Jackson, WI|919
Jackson, WV|2032
James City County, VA|5836
James City, VA|485
James County, VA|5804
Jasper County, GA|5224
Jasper County, IA|4266
Jasper County, IL|5933
Jasper County, IN|4327
Jasper County, MO|3607
Jasper County, MS|5535
Jasper County, SC|4494
Jasper County, TX|4284
Jasper, GA|1942
Jasper, IA|729
Jasper, IL|2746
Jasper, IN|759
Jasper, MO|1334
Jasper, MS|2266
Jasper, SC|849
Jasper, TX|1658
Jay County, IN|5529
Jay, IN|2236
Jeff Davis County, GA|5198
Jeff Davis County, TX|6128
Jeff Davis, GA|2287
Jeff Davis, TX|3035
Jefferson County, AL|3202
Jefferson County, AR|3792
Jefferson County, CO|3226
Jefferson County, FL|5209
Jefferson County, GA|5169
Jefferson County, IA|4897
Jefferson County, ID|4457
Jefferson County, IL|4227
Jefferson County, IN|4359
Jefferson County, KS|4595
Jefferson County, KY|3187
Jefferson County, MO|3389
Jefferson County, MS|5754
Jefferson County, MT|5269
Jefferson County, NE|5980
Jefferson County, NY|3614
Jefferson County, OH|3849
Jefferson County, OK|5592
Jefferson County, OR|4547
Jefferson County, PA|4995
Jefferson County, TN|4032
Jefferson County, TX|3362
Jefferson County, WA|4384
Jefferson County, WI|3754
Jefferson County, WV|4003
Jefferson Davis County, MS|5549
Jefferson Davis Parish, LA|5418
Jefferson Davis, LA|1718
Jefferson Davis, MS|2673
Jefferson Parish, LA|3258
Jefferson, AL|66
Jefferson, AR|445
Jefferson, CO|86
Jefferson, FL|2102
Jefferson, GA|2569
Jefferson, IA|966
Jefferson, ID|1777
Jefferson, IL|1624
Jefferson, IN|1708
Jefferson, KS|1874
Jefferson, KY|57
Jefferson, LA|1197
Jefferson, MO|194
Jefferson, MS|2894
Jefferson, MT|2000
Jefferson, NE|2611
Jefferson, NY|334
Jefferson, OH|1442
Jefferson, OK|2615
Jefferson, OR|895
Jefferson, PA|636
Jefferson, TN|582
Jefferson, TX|1238
Jefferson, WA|793
Jefferson, WI|423
Jefferson, WV|566
Jenkins County, GA|5967
Jenkins, GA|2759
Jennings County, IN|4826
Jennings, IN|1744
Jerauld County, SD|6139
Jerome County, ID|4535
Jerome, ID|1828
Jersey County, IL|4529
Jersey, IL|1825
Jessamine County, KY|4068
Jessamine, KY|607
Jewell County, KS|5641
Jewell, KS|3005
Jim Hogg County, TX|6033
Jim Hogg, TX|2935
Jim Wells County, TX|5407
Jim Wells, TX|2014
Jo Daviess County, IL|4531
Jo Daviess, IL|1826
Johnson County, AR|4475
Johnson County, GA|5932
Johnson County, IA|3574
Johnson County, IL|4943
Johnson County, IN|3541
Johnson County, KS|3219
Johnson County, KY|4846
Johnson County, MO|4014
Johnson County, NE|5697
Johnson County, TN|4610
Johnson County, TX|3514
Johnson County, WY|4971
Johnson, AR|1791
Johnson, GA|2745
Johnson, IA|308
Johnson, IL|2116
Johnson, IN|1306
Johnson, KS|1187
Johnson, KY|2057
Johnson, MO|1516
Johnson, NE|2690
Johnson, TN|1885
Johnson, TX|276
Johnson, WY|2388
Johnston County, NC|3465
Johnston County, OK|5745
Johnston, NC|241
Johnston, OK|1059
Jones County, GA|4405
Jones County, IA|4867
Jones County, MS|3865
Jones County, NC|4956
Jones County, SD|6178
Jones County, TX|5530
Jones, GA|1743
Jones, IA|2240
Jones, MS|1450
Jones, NC|1074
Jones, TX|2497
Josephine County, OR|3765
Josephine, OR|428
Juab County, UT|5562
Juab, UT|2870
Judith Basin County, MT|5651
Judith Basin, MT|3044
Juncos, PR|2455
Juneau Borough, AK|4816
Juneau County, WI|4446
Juneau, AK|1720
Juneau, WI|827
Juniata County, PA|5059
Juniata, PA|852
Kalamazoo County, MI|3365
Kalamazoo, MI|1239
Kalkaska County, MI|4628
Kalkaska, MI|1901
Kanabec County, MN|4756
Kanabec, MN|974
Kanawha County, WV|3426
Kanawha, WV|221
Kandiyohi County, MN|4169
Kandiyohi, MN|669
Kane County, IL|3231
Kane County, UT|4975
Kane, IL|1190
Kane, UT|2142
Kankakee County, IL|3625
Kankakee, IL|1339
Karnes County, TX|5673
Karnes, TX|2848
Kauai County, HI|3869
Kauai, HI|483
Kaufman County, TX|3663
Kaufman, TX|360
Kay County, OK|4100
Kay, OK|624
Kearney County, NE|6001
Kearney, NE|2614
Kearny County, KS|5624
Kearny, KS|2970
Keith County, NE|5497
Keith, NE|2397
Kemper County, MS|5559
Kemper, MS|2867
Kenai Peninsula Borough, AK|3982
Kenai Peninsula, AK|1501
Kendall County, IL|3618
Kendall County, TX|4329
Kendall, IL|1337
Kendall, TX|1689
Kenedy County, TX|6195
Kenedy, TX|3085
Kennebec County, ME|3594
Kennebec, ME|323
Kenosha County, WI|3471
Kenosha, WI|246
Kent County, DE|3479
Kent County, MD|4583
Kent County, MI|3211
Kent County, RI|3472
Kent County, TX|6236
Kent, DE|252
Kent, MD|922
Kent, MI|1184
Kent, RI|247
Kent, TX|3078
Kenton County, KY|3489
Kenton, KY|260
Keokuk County, IA|5289
Keokuk, IA|2351
Kern County, CA|3171
Kern, CA|44
Kerr County, TX|4056
Kerr, TX|1532
Kershaw County, SC|3924
Kershaw, SC|518
Ketchikan Gateway Borough, AK|5234
Ketchikan Gateway, AK|2313
Kewaunee County, WI|4573
Kewaunee, WI|917
Keweenaw County, MI|5391
Keweenaw, MI|2812
Keya Paha County, NE|6234
Keya Paha, NE|2828
Kidder County, ND|6120
Kimball County, NE|6075
Kimball, NE|2630
Kimble County, TX|5617
Kimble, TX|2952
King County, TX|6239
King County, WA|3123
King George County, VA|4515
King George, VA|866
King William County, VA|4650
King William, VA|978
King and Queen County, VA|5360
King and Queen, VA|2769
King, WA|11
Kingfisher County, OK|5201
Kingfisher, OK|998
Kingman County, KS|5344
Kingman, KS|2406
Kings County, CA|3509
Kings County, NY|3116
Kings, CA|274
Kings, NY|5
Kingsbury County, SD|5851
Kingsbury, SD|2939
Kinney County, TX|5630
Kinney, TX|2981
Kiowa County, CO|6165
Kiowa County, KS|5649
Kiowa County, OK|5888
Kiowa, CO|2824
Kiowa, KS|3025
Kiowa, OK|1081
Kit Carson County, CO|5752
Kit Carson, CO|2544
Kitsap County, WA|3364
Kitsap, WA|176
Kittitas County, WA|4197
Kittitas, WA|687
Kittson County, MN|6050
Kittson, MN|2954
Klamath County, OR|3876
Klamath, OR|489
Kleberg County, TX|4809
Kleberg, TX|2026
Klickitat County, WA|4581
Klickitat, WA|1862
Knott County, KY|5897
Knott, KY|2724
Knox County, IL|4010
Knox County, IN|4741
Knox County, KY|4811
Knox County, ME|4215
Knox County, MO|6063
Knox County, NE|5958
Knox County, OH|3929
Knox County, TN|3259
Knox County, TX|6079
Knox, IL|1513
Knox, IN|705
Knox, KY|2027
Knox, ME|696
Knox, MO|2966
Knox, NE|2600
Knox, OH|522
Knox, TN|111
Kodiak Island Borough, AK|5230
Kodiak Island, AK|2524
Koochiching County, MN|5238
Koochiching, MN|2525
Kootenai County, ID|3542
Kootenai, ID|1307
Kosciusko County, IN|3794
Kosciusko, IN|1411
Kossuth County, IA|5898
Kossuth, IA|2638
Kusilvak Borough, AK|6242
La Crosse County, WI|3620
La Crosse, WI|339
La Paz County, AZ|4577
La Paz, AZ|918
La Plata County, CO|4033
La Plata, CO|583
La Porte County, IN|3630
La Porte, IN|1342
La Salle County, IL|3623
La Salle County, TX|5757
La Salle Parish, LA|5460
La Salle, IL|1338
La Salle, LA|2701
La Salle, TX|2904
LaSalle Parish, LA|5822
Labette County, KS|4752
Labette, KS|1843
Lac Qui Parle County, MN|5504
Lac Qui Parle, MN|1110
Lackawanna County, PA|3392
Lackawanna, PA|197
Laclede County, MO|4290
Laclede, MO|1663
Lafayette County, AR|5977
Lafayette County, FL|5492
Lafayette County, MO|4330
Lafayette County, MS|4087
Lafayette County, WI|5448
Lafayette Parish, LA|3385
Lafayette, AR|1101
Lafayette, FL|2465
Lafayette, LA|1247
Lafayette, MO|1690
Lafayette, MS|1548
Lafayette, WI|1905
Lafourche Parish, LA|3698
Lafourche, LA|1370
Lagrange County, IN|4789
Lagrange, IN|1640
Lake County, CA|3893
Lake County, CO|5354
Lake County, FL|3321
Lake County, IL|3193
Lake County, IN|3238
Lake County, MI|4699
Lake County, MN|4705
Lake County, MT|4402
Lake County, OH|3381
Lake County, OR|5970
Lake County, SD|5921
Lake County, TN|5975
Lake and Peninsula Borough, AK|6159
Lake of the Woods County, MN|6068
Lake of the Woods, MN|2794
Lake, CA|499
Lake, CO|2466
Lake, FL|1218
Lake, IL|1177
Lake, IN|95
Lake, MI|1958
Lake, MN|1061
Lake, MT|1741
Lake, OH|187
Lake, OR|2404
Lake, SD|2343
Lake, TN|2407
Lamar County, AL|5900
Lamar County, GA|4608
Lamar County, MS|3978
Lamar County, TX|4051
Lamar, AL|2729
Lamar, GA|1884
Lamar, MS|1498
Lamar, TX|1529
Lamb County, TX|5220
Lamb, TX|2299
Lamoille County, VT|4503
Lamoille, VT|858
Lamoure County, ND|5788
Lamoure, ND|2964
Lampasas County, TX|4592
Lampasas, TX|1870
Lancaster County, NE|3331
Lancaster County, PA|3228
Lancaster County, SC|3801
Lancaster County, VA|4700
Lancaster, NE|159
Lancaster, PA|88
Lancaster, SC|449
Lancaster, VA|1050
Lander County, NV|4984
Lander, NV|1130
Lane County, KS|5656
Lane County, OR|3289
Lane, KS|3056
Lane, OR|133
Langlade County, WI|5438
Langlade, WI|1994
Lanier County, GA|5298
Lanier, GA|2129
Lapeer County, MI|3739
Lapeer, MI|1387
Laramie County, WY|3721
Laramie, WY|1379
Larimer County, CO|3317
Larimer, CO|151
Larue County, KY|4926
Larue, KY|2105
Las Animas County, CO|4913
Las Animas, CO|989
Las Piedras, PR|2459
Lassen County, CA|4799
Lassen, CA|745
Latah County, ID|4253
Latah, ID|1638
Latimer County, OK|5274
Latimer, OK|1054
Lauderdale County, AL|3716
Lauderdale County, MS|3778
Lauderdale County, TN|5037
Lauderdale, AL|397
Lauderdale, MS|1406
Lauderdale, TN|2482
Laurel County, KY|4774
Laurel, KY|1980
Laurens County, GA|4071
Laurens County, SC|3873
Laurens, GA|1539
Laurens, SC|486
Lavaca County, TX|5131
Lavaca, TX|2249
Lawrence County, AL|5015
Lawrence County, AR|5444
Lawrence County, IL|5865
Lawrence County, IN|4106
Lawrence County, KY|5672
Lawrence County, MO|4230
Lawrence County, MS|5544
Lawrence County, OH|3916
Lawrence County, PA|3722
Lawrence County, SD|4509
Lawrence County, TN|4181
Lawrence, AL|752
Lawrence, AR|958
Lawrence, IL|2271
Lawrence, IN|1557
Lawrence, KY|2726
Lawrence, MO|1627
Lawrence, MS|2703
Lawrence, OH|511
Lawrence, PA|401
Lawrence, SD|1814
Lawrence, TN|1598
Le Sueur County, MN|4428
Le Sueur, MN|817
LeFlore County, OK|4043
LeFlore, OK|590
Lea County, NM|5400
Lea, NM|2165
Leake County, MS|5067
Leake, MS|2055
Leavenworth County, KS|3805
Leavenworth, KS|1417
Lebanon County, PA|3562
Lebanon, PA|303
Lee County, AL|3538
Lee County, AR|5849
Lee County, FL|3209
Lee County, GA|4416
Lee County, IA|4743
Lee County, IL|5011
Lee County, KY|5971
Lee County, MS|3760
Lee County, NC|3958
Lee County, SC|5776
Lee County, TX|5176
Lee County, VA|5396
Lee, AL|289
Lee, AR|2590
Lee, FL|1183
Lee, GA|1750
Lee, IA|739
Lee, IL|1654
Lee, KY|2762
Lee, MS|1395
Lee, NC|541
Lee, SC|2721
Lee, TX|2505
Lee, VA|839
Leelanau County, MI|4549
Leelanau, MI|1839
Leflore County, MS|4807
Leflore, MS|2180
Lehigh County, PA|3292
Lehigh, PA|136
Lemhi County, ID|4719
Lemhi, ID|1974
Lenawee County, MI|3679
Lenawee, MI|1364
Lenoir County, NC|3945
Lenoir, NC|533
Leon County, FL|3338
Leon County, TX|5170
Leon, FL|1226
Leon, TX|2088
Leslie County, KY|5919
Leslie, KY|2736
Letcher County, KY|5062
Letcher, KY|2716
Levy County, FL|4200
Levy, FL|1606
Lewis County, ID|5386
Lewis County, KY|5225
Lewis County, MO|5930
Lewis County, NY|4836
Lewis County, TN|5258
Lewis County, WA|3809
Lewis County, WV|4904
Lewis and Clark County, MT|3907
Lewis and Clark, MT|1471
Lewis, ID|2713
Lewis, KY|2523
Lewis, MO|3095
Lewis, NY|823
Lewis, TN|3094
Lewis, WA|453
Lewis, WV|1915
Lexington City, VA|1112
Lexington County, SC|3354
Lexington County, VA|5831
Lexington, SC|169
Liberty County, FL|5965
Liberty County, GA|3906
Liberty County, MT|6129
Liberty County, TX|4771
Liberty, FL|2758
Liberty, GA|1470
Liberty, MT|3036
Liberty, TX|1420
Licking County, OH|3470
Licking, OH|245
Limestone County, AL|3763
Limestone County, TX|4522
Limestone, AL|1397
Limestone, TX|1822
Lincoln County, AR|5901
Lincoln County, CO|6028
Lincoln County, GA|5499
Lincoln County, ID|5610
Lincoln County, KS|5638
Lincoln County, KY|4496
Lincoln County, ME|4313
Lincoln County, MN|6016
Lincoln County, MO|4016
Lincoln County, MS|5012
Lincoln County, MT|4591
Lincoln County, NC|3787
Lincoln County, NE|4277
Lincoln County, NM|4576
Lincoln County, NV|5763
Lincoln County, OK|4315
Lincoln County, OR|4108
Lincoln County, SD|4132
Lincoln County, TN|4331
Lincoln County, WA|5287
Lincoln County, WI|4403
Lincoln County, WV|5099
Lincoln County, WY|4755
Lincoln Parish, LA|4779
Lincoln, AR|1012
Lincoln, CO|2621
Lincoln, GA|2140
Lincoln, ID|2937
Lincoln, KS|2998
Lincoln, KY|1805
Lincoln, LA|2169
Lincoln, ME|750
Lincoln, MN|2657
Lincoln, MO|571
Lincoln, MS|2694
Lincoln, MT|1869
Lincoln, NC|440
Lincoln, NE|734
Lincoln, NM|1859
Lincoln, NV|1134
Lincoln, OK|753
Lincoln, OR|628
Lincoln, SD|1570
Lincoln, TN|1691
Lincoln, WA|2533
Lincoln, WI|803
Lincoln, WV|2227
Lincoln, WY|1889
Linn County, IA|3395
Linn County, KS|4960
Linn County, MO|5472
Linn County, OR|3612
Linn, IA|1249
Linn, KS|2133
Linn, MO|2321
Linn, OR|332
Lipscomb County, TX|6092
Lipscomb, TX|2997
Litchfield County, CT|3430
Litchfield, CT|222
Little River County, AR|5240
Little River, AR|1032
Live Oak County, TX|5267
Live Oak, TX|2337
Livingston County, IL|5412
Livingston County, KY|4962
Livingston County, MI|3442
Livingston County, MO|4916
Livingston County, NY|3887
Livingston Parish, LA|3579
Livingston, IL|1984
Livingston, KY|2365
Livingston, LA|1324
Livingston, MI|1266
Livingston, MO|2098
Livingston, NY|495
Llano County, TX|4593
Llano, TX|1871
Logan County, AR|4537
Logan County, CO|5431
Logan County, IL|4378
Logan County, KS|6110
Logan County, KY|4444
Logan County, ND|6145
Logan County, NE|6186
Logan County, OH|4114
Logan County, OK|4182
Logan County, WV|4794
Logan, AR|1829
Logan, CO|878
Logan, IL|1727
Logan, KS|3018
Logan, KY|1769
Logan, ND|3048
Logan, NE|2830
Logan, OH|632
Logan, OK|675
Logan, WV|2020
Long County, GA|4922
Long, GA|1936
Lonoke County, AR|3862
Lonoke, AR|480
Lorain County, OH|3316
Lorain, OH|150
Los Alamos County, NM|4884
Los Alamos, NM|2261
Los Angeles County, CA|3110
Los Angeles, CA|1
Loudon County, TN|4069
Loudon, TN|608
Loudoun County, VA|3309
Loudoun, VA|146
Louisa County, IA|5270
Louisa County, VA|4336
Louisa, IA|1051
Louisa, VA|762
Loup County, NE|6217
Love County, OK|4964
Love, OK|1082
Loving County, TX|6240
Lowndes County, AL|5854
Lowndes County, GA|3638
Lowndes County, MS|3941
Lowndes, AL|2737
Lowndes, GA|1350
Lowndes, MS|1481
Lubbock County, TX|3336
Lubbock, TX|1224
Lucas County, IA|5661
Lucas County, OH|3254
Lucas, IA|2755
Lucas, OH|107
Luce County, MI|5998
Luce, MI|2550
Lumpkin County, GA|4383
Lumpkin, GA|1730
Luna County, NM|4488
Luna, NM|1799
Lunenburg County, VA|4937
Lunenburg, VA|1034
Luquillo, PR|2457
Luzerne County, PA|3304
Luzerne, PA|141
Lycoming County, PA|3615
Lycoming, PA|335
Lyman County, SD|6078
Lynchburg City, VA|452
Lynchburg County, VA|5803
Lynn County, TX|5603
Lynn, TX|2922
Lyon County, IA|5915
Lyon County, KS|4324
Lyon County, KY|4972
Lyon County, MN|5425
Lyon County, NV|4027
Lyon, IA|2644
Lyon, KS|1685
Lyon, KY|1973
Lyon, MN|2485
Lyon, NV|578
Mackinac County, MI|4702
Mackinac, MI|1959
Macomb County, MI|3170
Macomb, MI|1173
Macon County, AL|5838
Macon County, GA|5735
Macon County, IL|3633
Macon County, MO|4912
Macon County, NC|4320
Macon County, TN|5087
Macon, AL|2231
Macon, GA|2292
Macon, IL|1345
Macon, MO|2096
Macon, NC|755
Macon, TN|890
Macoupin County, IL|4076
Macoupin, IL|1542
Madera County, CA|3515
Madera, CA|277
Madison County, AL|3298
Madison County, AR|5189
Madison County, FL|5132
Madison County, GA|4420
Madison County, IA|4656
Madison County, ID|4250
Madison County, IL|3346
Madison County, IN|3565
Madison County, KY|3759
Madison County, MO|5256
Madison County, MS|3704
Madison County, MT|4720
Madison County, NC|4569
Madison County, NE|4305
Madison County, NY|3827
Madison County, OH|4154
Madison County, TN|3691
Madison County, TX|5542
Madison County, VA|4936
Madison Parish, LA|5677
Madison, AL|138
Madison, AR|986
Madison, FL|2074
Madison, GA|1754
Madison, IA|987
Madison, ID|1637
Madison, IL|1230
Madison, IN|1317
Madison, KY|426
Madison, LA|2704
Madison, MO|1952
Madison, MS|1373
Madison, MT|1975
Madison, NC|913
Madison, NE|746
Madison, NY|463
Madison, OH|658
Madison, TN|381
Madison, TX|2307
Madison, VA|1028
Magoffin County, KY|5908
Magoffin, KY|2857
Mahaska County, IA|4534
Mahaska, IA|885
Mahnomen County, MN|5879
Mahnomen, MN|2932
Mahoning County, OH|3372
Mahoning, OH|181
Major County, OK|5981
Major, OK|1102
Malheur County, OR|4368
Malheur, OR|785
Manassas City, VA|712
Manassas County, VA|5828
Manassas Park City, VA|1006
Manassas Park County, VA|5816
Manatee County, FL|3302
Manatee, FL|1211
Manistee County, MI|4497
Manistee, MI|1806
Manitowoc County, WI|3771
Manitowoc, WI|431
Marathon County, WI|3560
Marathon, WI|302
Marengo County, AL|5111
Marengo, AL|901
Maricopa County, AZ|3113
Maricopa, AZ|2
Maries County, MO|5316
Maries, MO|2374
Marin County, CA|3361
Marin, CA|174
Marinette County, WI|4183
Marinette, WI|676
Marion County, AL|5024
Marion County, AR|4638
Marion County, FL|3299
Marion County, GA|5955
Marion County, IA|4332
Marion County, IL|5411
Marion County, IN|3164
Marion County, KS|4940
Marion County, KY|5125
Marion County, MO|4401
Marion County, MS|5043
Marion County, OH|3874
Marion County, OR|3307
Marion County, SC|4341
Marion County, TN|4418
Marion County, TX|5288
Marion County, WV|3970
Marion, AL|789
Marion, AR|1909
Marion, FL|1210
Marion, GA|2756
Marion, IA|760
Marion, IL|2476
Marion, IN|1171
Marion, KS|2323
Marion, KY|929
Marion, MO|1739
Marion, MS|2195
Marion, OH|487
Marion, OR|145
Marion, SC|1696
Marion, TN|1752
Marion, TX|2350
Marion, WV|1494
Mariposa County, CA|4609
Mariposa, CA|945
Marlboro County, SC|5774
Marlboro, SC|2188
Marquette County, MI|3870
Marquette County, WI|4661
Marquette, MI|1453
Marquette, WI|992
Marshall County, AL|3715
Marshall County, IA|4203
Marshall County, IL|5247
Marshall County, IN|4090
Marshall County, KS|5564
Marshall County, KY|4815
Marshall County, MN|5939
Marshall County, MS|5007
Marshall County, OK|4910
Marshall County, SD|6049
Marshall County, TN|4376
Marshall County, WV|4804
Marshall, AL|396
Marshall, IA|1608
Marshall, IL|2324
Marshall, IN|1551
Marshall, KS|2874
Marshall, KY|1719
Marshall, MN|2593
Marshall, MS|2174
Marshall, OK|983
Marshall, TN|1725
Marshall, WV|766
Martin County, FL|3528
Martin County, IN|5293
Martin County, KY|5909
Martin County, MN|4567
Martin County, NC|5775
Martin County, TX|6046
Martin, FL|1297
Martin, IN|2352
Martin, KY|2731
Martin, MN|911
Martin, NC|2051
Martin, TX|2950
Martinsville City, VA|1020
Martinsville County, VA|5830
Mason County, IL|5461
Mason County, KY|4890
Mason County, MI|4404
Mason County, TX|6070
Mason County, WA|3930
Mason County, WV|4434
Mason, IL|2639
Mason, KY|2083
Mason, MI|1742
Mason, TX|2969
Mason, WA|523
Mason, WV|1763
Massac County, IL|5195
Massac, IL|2514
Matagorda County, TX|4268
Matagorda, TX|1645
Matanuska Susitna Borough, AK|3733
Matanuska Susitna, AK|1386
Mathews County, VA|4968
Mathews, VA|1089
Maui County, HI|3503
Maui, HI|269
Maury County, TN|3775
Maury, TN|1404
Maverick County, TX|4776
Maverick, TX|2167
Mayaguez, PR|2156
Mayes County, OK|4192
Mayes, OK|683
